"","genus","species","area","lat","long","row","col","shelf.lat","shelf.long","habitat","coast","tidal.range","tidal.range.2m","MS_bathy_5m","MS_biogeo05_dist_shore_5m","MS_biogeo06_bathy_slope_5m","MS_biogeo08_sss_mean_5m","MS_biogeo10_sss_max_5m","MS_biogeo12_sss_variance_5m","MS_biogeo13_sst_mean_5m","MS_biogeo15_sst_max_5m","MS_biogeo17_sst_variance_5m","MS_sss01_5m","MS_sss06_5m","MS_sst01_5m","MS_sst06_5m","BO_chlomean","BO_chlomin","BO_cloudmean","BO_nitrate","BO_phosphate","BO2_ironmean_ss","BO2_ppmean_ss","BO2_ppmin_ss","slope","slope.mean","shelf.width"
"11","Littoraria","undulata","Rushikonda",17.77984707,83.38685718,387,641,17.7916666666667,83.9583333333333,"rocky","east","E_low","E_low",-15,2,0.029999999,32.20000076,34.00999832,4.271100044,27.38999939,28.86000061,1.336400032,32.66999817,33.74000168,25.10000038,28.12999916,1.460999966,0.324000001,0.536000013,0.996999979,0.3574,0.001366526,0.014734196,0.000978713,1.39494198808029,2.25346264139449,60608.9325198452
"12","Echinolittorina","malaccana","Rushikonda",17.77956854,83.38671084,387,641,17.7916666666667,83.9583333333333,"rocky","east","E_low","E_low",-15,2,0.029999999,32.20000076,34.00999832,4.271100044,27.38999939,28.86000061,1.336400032,32.66999817,33.74000168,25.10000038,28.12999916,1.460999966,0.324000001,0.536000013,0.996999979,0.3574,0.001366526,0.014734196,0.000978713,1.39494198808029,2.25346264139449,60625.165613812
"13","Echinolittorina","vidua","Rushikonda",17.77956854,83.38671084,387,641,17.7916666666667,83.9583333333333,"rocky","east","E_low","E_low",-15,2,0.029999999,32.20000076,34.00999832,4.271100044,27.38999939,28.86000061,1.336400032,32.66999817,33.74000168,25.10000038,28.12999916,1.460999966,0.324000001,0.536000013,0.996999979,0.3574,0.001366526,0.014734196,0.000978713,1.39494198808029,2.25346264139449,60625.165613812
"14","Littoraria","undulata","Yarada",17.65129851,83.26355084,389,640,17.625,83.7916666666667,"rocky","east","E_low","E_low",-34,5,0.029999999,32.25,34,4.229100227,27.51000023,28.88999939,1.312700033,32.65000153,33.77999878,25.19000053,28.29999924,1.070000052,0.324000001,0.550000012,1.001000047,0.358700007,0.001315803,0.014139626,0.000888959,4.59531408175507,2.65687481243281,56118.5731551085
"15","Echinolittorina","leucosticta","Yarada",17.65129851,83.26355084,389,640,17.625,83.7916666666667,"rocky","east","E_low","E_low",-34,5,0.029999999,32.25,34,4.229100227,27.51000023,28.88999939,1.312700033,32.65000153,33.77999878,25.19000053,28.29999924,1.070000052,0.324000001,0.550000012,1.001000047,0.358700007,0.001315803,0.014139626,0.000888959,4.59531408175507,2.65687481243281,56118.5731551085
"16","Echinolittorina","malaccana","Yarada",17.65129851,83.26355084,389,640,17.625,83.7916666666667,"rocky","east","E_low","E_low",-34,5,0.029999999,32.25,34,4.229100227,27.51000023,28.88999939,1.312700033,32.65000153,33.77999878,25.19000053,28.29999924,1.070000052,0.324000001,0.550000012,1.001000047,0.358700007,0.001315803,0.014139626,0.000888959,4.59531408175507,2.65687481243281,56118.5731551085
"17","Echinolittorina","leucosticta","Yarada",17.64900933,83.26064886,389,640,17.625,83.7916666666667,"rocky","east","E_low","E_low",-34,5,0.029999999,32.25,34,4.229100227,27.51000023,28.88999939,1.312700033,32.65000153,33.77999878,25.19000053,28.29999924,1.070000052,0.324000001,0.550000012,1.001000047,0.358700007,0.001315803,0.014139626,0.000888959,2.41631060049415,2.08027168953191,56413.9694122817
"18","Echinolittorina","malaccana","Yarada",17.64900933,83.26064886,389,640,17.625,83.7916666666667,"rocky","east","E_low","E_low",-34,5,0.029999999,32.25,34,4.229100227,27.51000023,28.88999939,1.312700033,32.65000153,33.77999878,25.19000053,28.29999924,1.070000052,0.324000001,0.550000012,1.001000047,0.358700007,0.001315803,0.014139626,0.000888959,2.41631060049415,2.08027168953191,56413.9694122817
"19","Littoraria","undulata","Yarada",17.64900933,83.26064886,389,640,17.625,83.7916666666667,"rocky","east","E_low","E_low",-34,5,0.029999999,32.25,34,4.229100227,27.51000023,28.88999939,1.312700033,32.65000153,33.77999878,25.19000053,28.29999924,1.070000052,0.324000001,0.550000012,1.001000047,0.358700007,0.001315803,0.014139626,0.000888959,2.41631060049415,2.08027168953191,56413.9694122817
"20","Littoraria","strigata","Kakinada",16.95561103,82.26882622,397,628,16.9583333333333,82.7916666666667,"mangrove","east","E_low","E_low",-3,3,0,32.47000122,34.36000061,3.996299982,27.70000076,29.5,2.326600075,32.47999954,34.11000061,24.89999962,28.81999969,16.19099998,6.007999897,0.546000004,1.003999949,0.381599993,0.001453234,0.038799375,0.00265516,0.16966880948909,0.117533986083299,55688.5867128517
"21","Littoraria","bengalensis","Kakinada",16.95561103,82.26882622,397,628,16.9583333333333,82.7916666666667,"mangrove","east","E_low","E_low",-3,3,0,32.47000122,34.36000061,3.996299982,27.70000076,29.5,2.326600075,32.47999954,34.11000061,24.89999962,28.81999969,16.19099998,6.007999897,0.546000004,1.003999949,0.381599993,0.001453234,0.038799375,0.00265516,0.16966880948909,0.117533986083299,55688.5867128517
"22","Littoraria","strigata","Kakinada",16.95497853,82.2690081,397,628,16.9583333333333,82.7916666666667,"mangrove","east","E_low","E_low",-3,3,0,32.47000122,34.36000061,3.996299982,27.70000076,29.5,2.326600075,32.47999954,34.11000061,24.89999962,28.81999969,16.19099998,6.007999897,0.546000004,1.003999949,0.381599993,0.001453234,0.038799375,0.00265516,0.16966880948909,0.117533986083299,55669.7308907474
"23","Littoraria","bengalensis","Kakinada",16.95497853,82.2690081,397,628,16.9583333333333,82.7916666666667,"mangrove","east","E_low","E_low",-3,3,0,32.47000122,34.36000061,3.996299982,27.70000076,29.5,2.326600075,32.47999954,34.11000061,24.89999962,28.81999969,16.19099998,6.007999897,0.546000004,1.003999949,0.381599993,0.001453234,0.038799375,0.00265516,0.16966880948909,0.117533986083299,55669.7308907474
"24","Littoraria","pallescens","Kakinada",16.95497853,82.2690081,397,628,16.9583333333333,82.7916666666667,"mangrove","east","E_low","E_low",-3,3,0,32.47000122,34.36000061,3.996299982,27.70000076,29.5,2.326600075,32.47999954,34.11000061,24.89999962,28.81999969,16.19099998,6.007999897,0.546000004,1.003999949,0.381599993,0.001453234,0.038799375,0.00265516,0.16966880948909,0.117533986083299,55669.7308907474
"25","Littoraria","pallescens","Kakinada",16.95489345,82.26901347,397,628,16.9583333333333,82.7916666666667,"mangrove","east","E_low","E_low",-3,3,0,32.47000122,34.36000061,3.996299982,27.70000076,29.5,2.326600075,32.47999954,34.11000061,24.89999962,28.81999969,16.19099998,6.007999897,0.546000004,1.003999949,0.381599993,0.001453234,0.038799375,0.00265516,0.16966880948909,0.117533986083299,55669.2350598511
"26","Littoraria","bengalensis","Kakinada",16.95489345,82.26901347,397,628,16.9583333333333,82.7916666666667,"mangrove","east","E_low","E_low",-3,3,0,32.47000122,34.36000061,3.996299982,27.70000076,29.5,2.326600075,32.47999954,34.11000061,24.89999962,28.81999969,16.19099998,6.007999897,0.546000004,1.003999949,0.381599993,0.001453234,0.038799375,0.00265516,0.16966880948909,0.117533986083299,55669.2350598511
"27","Littoraria","bengalensis","Kakinada",16.93196408,82.2476112,397,627,16.9583333333333,82.7916666666667,"mangrove","east","E_low","E_low",-3,3,0,32.47000122,34.36000061,3.996299982,27.70000076,29.5,2.326600075,32.47999954,34.11000061,24.89999962,28.81999969,16.19099998,6.007999897,0.546000004,1.003999949,0.381599993,0.001453234,0.038799375,0.00265516,1.14398967006693,0.169480260497742,58024.4363961916
"28","Littoraria","pallescens","Kakinada",16.93196408,82.2476112,397,627,16.9583333333333,82.7916666666667,"mangrove","east","E_low","E_low",-3,3,0,32.47000122,34.36000061,3.996299982,27.70000076,29.5,2.326600075,32.47999954,34.11000061,24.89999962,28.81999969,16.19099998,6.007999897,0.546000004,1.003999949,0.381599993,0.001453234,0.038799375,0.00265516,1.14398967006693,0.169480260497742,58024.4363961916
"29","Littoraria","bengalensis","Kakinada",16.93186845,82.24752076,397,627,16.9583333333333,82.7916666666667,"mangrove","east","E_low","E_low",-3,3,0,32.47000122,34.36000061,3.996299982,27.70000076,29.5,2.326600075,32.47999954,34.11000061,24.89999962,28.81999969,16.19099998,6.007999897,0.546000004,1.003999949,0.381599993,0.001453234,0.038799375,0.00265516,1.14398967006693,0.169480260497742,58034.6053388332
"30","Littoraria","pallescens","Kakinada",16.93186845,82.24752076,397,627,16.9583333333333,82.7916666666667,"mangrove","east","E_low","E_low",-3,3,0,32.47000122,34.36000061,3.996299982,27.70000076,29.5,2.326600075,32.47999954,34.11000061,24.89999962,28.81999969,16.19099998,6.007999897,0.546000004,1.003999949,0.381599993,0.001453234,0.038799375,0.00265516,1.14398967006693,0.169480260497742,58034.6053388332
"31","Littoraria","bengalensis","Machilipatnam",16.14581927,81.17746923,407,615,16.125,81.7083333333333,"mangrove","east","E_low","E_low",-5,3,0.01,31.82999992,33.93999863,2.903100014,27.90999985,29.59000015,1.38440001,32.24000168,33.5,25.65999985,28.82999992,4.34100008,3.323999882,0.606000006,1.037999988,0.40169999,0.001735469,0.037146546,0.003244605,0.0409308751722769,0.0263724499973117,56828.9900348489
"32","Littoraria","melanostoma","Machilipatnam",16.14448244,81.18586111,407,615,16.125,81.7083333333333,"mangrove","east","E_low","E_low",-5,3,0.01,31.82999992,33.93999863,2.903100014,27.90999985,29.59000015,1.38440001,32.24000168,33.5,25.65999985,28.82999992,4.34100008,3.323999882,0.606000006,1.037999988,0.40169999,0.001735469,0.037146546,0.003244605,0.0111805027010106,0.0235221793084047,55926.4174792253
"33","Littoraria","strigata","Machilipatnam",16.14246902,81.18705377,407,615,16.125,81.7083333333333,"mangrove","east","E_low","E_low",-5,3,0.01,31.82999992,33.93999863,2.903100014,27.90999985,29.59000015,1.38440001,32.24000168,33.5,25.65999985,28.82999992,4.34100008,3.323999882,0.606000006,1.037999988,0.40169999,0.001735469,0.037146546,0.003244605,0.0111805027010106,0.0235221793084047,55791.0600473984
"34","Littoraria","melanostoma","Machilipatnam",16.14246902,81.18705377,407,615,16.125,81.7083333333333,"mangrove","east","E_low","E_low",-5,3,0.01,31.82999992,33.93999863,2.903100014,27.90999985,29.59000015,1.38440001,32.24000168,33.5,25.65999985,28.82999992,4.34100008,3.323999882,0.606000006,1.037999988,0.40169999,0.001735469,0.037146546,0.003244605,0.0111805027010106,0.0235221793084047,55791.0600473984
"35","Littoraria","bengalensis","Machilipatnam",16.14246902,81.18705377,407,615,16.125,81.7083333333333,"mangrove","east","E_low","E_low",-5,3,0.01,31.82999992,33.93999863,2.903100014,27.90999985,29.59000015,1.38440001,32.24000168,33.5,25.65999985,28.82999992,4.34100008,3.323999882,0.606000006,1.037999988,0.40169999,0.001735469,0.037146546,0.003244605,0.0111805027010106,0.0235221793084047,55791.0600473984
"36","Littoraria","pallescens","Machilipatnam",16.14246902,81.18705377,407,615,16.125,81.7083333333333,"mangrove","east","E_low","E_low",-5,3,0.01,31.82999992,33.93999863,2.903100014,27.90999985,29.59000015,1.38440001,32.24000168,33.5,25.65999985,28.82999992,4.34100008,3.323999882,0.606000006,1.037999988,0.40169999,0.001735469,0.037146546,0.003244605,0.0111805027010106,0.0235221793084047,55791.0600473984
"37","Littoraria","bengalensis","Hamsaladeevi",15.97157417,81.10231482,409,614,15.9583333333333,81.4583333333333,"mangrove","east","E_low","E_low",-3,2,0,31.81999969,33.91999817,2.798000097,28.04000092,29.80999947,1.571200013,32.31000137,33.47999954,25.72999954,29.26000023,3.655999899,2.871999979,0.595000029,1.036999941,0.401899993,0.00184252,0.033671565,0.003015173,0.0246605231412249,0.0206864251404066,38141.0070069724
"38","Littoraria","pallescens","Hamsaladeevi",15.97157417,81.10231482,409,614,15.9583333333333,81.4583333333333,"mangrove","east","E_low","E_low",-3,2,0,31.81999969,33.91999817,2.798000097,28.04000092,29.80999947,1.571200013,32.31000137,33.47999954,25.72999954,29.26000023,3.655999899,2.871999979,0.595000029,1.036999941,0.401899993,0.00184252,0.033671565,0.003015173,0.0246605231412249,0.0206864251404066,38141.0070069724
"39","Echinolittorina","leucosticta","Kovalam_TN",12.79026398,80.2538343,447,604,12.7916666666667,80.625,"rocky","east","E_low","E_low",-21,5,0.02,33.58000183,34.34000015,0.384299994,27.79000092,28.85000038,0.544099987,33.31000137,34.25999832,26.20999908,28.03000069,2.144999981,0.425999999,0.633000016,1.011999965,0.374199986,0.00094954,0.013861191,0.002607735,0.349842943812573,0.195563996514719,40299.5487926403
"40","Littoraria","undulata","Kovalam_TN",12.79026398,80.2538343,447,604,12.7916666666667,80.625,"rocky","east","E_low","E_low",-21,5,0.02,33.58000183,34.34000015,0.384299994,27.79000092,28.85000038,0.544099987,33.31000137,34.25999832,26.20999908,28.03000069,2.144999981,0.425999999,0.633000016,1.011999965,0.374199986,0.00094954,0.013861191,0.002607735,0.349842943812573,0.195563996514719,40299.5487926403
"41","Littoraria","undulata","Pondicherry",11.93472404,79.83645986,457,599,11.9583333333333,80.125,"rocky","east","E_low","E_low",-17,4,0.02,33.61999893,34.38000107,0.234300002,27.71999931,28.90999985,0.6153,33.08000183,34.34000015,26.13999939,27.62000084,2.569000006,0.488999993,0.674000025,1.003000021,0.363000005,0.000980517,0.014438745,0.002634395,0.562868708413119,0.398809090058967,31537.2921048055
"42","Echinolittorina","malaccana","Pondicherry",11.93472404,79.83645986,457,599,11.9583333333333,80.125,"rocky","east","E_low","E_low",-17,4,0.02,33.61999893,34.38000107,0.234300002,27.71999931,28.90999985,0.6153,33.08000183,34.34000015,26.13999939,27.62000084,2.569000006,0.488999993,0.674000025,1.003000021,0.363000005,0.000980517,0.014438745,0.002634395,0.562868708413119,0.398809090058967,31537.2921048055
"43","Echinolittorina","leucosticta","Pondicherry",11.93472404,79.83645986,457,599,11.9583333333333,80.125,"rocky","east","E_low","E_low",-17,4,0.02,33.61999893,34.38000107,0.234300002,27.71999931,28.90999985,0.6153,33.08000183,34.34000015,26.13999939,27.62000084,2.569000006,0.488999993,0.674000025,1.003000021,0.363000005,0.000980517,0.014438745,0.002634395,0.562868708413119,0.398809090058967,31537.2921048055
"44","Echinolittorina","malaccana","Veerampattinam",11.90342861,79.83015331,458,598,11.875,80.0416666666667,"rocky","east","E_low","E_low",-5,1,0.02,33.61999893,34.38000107,0.227699995,27.53000069,29.21999931,0.880800009,33.04999924,34.34999847,26.54999924,27.64999962,1.605999947,0.441000015,0.697000027,1.001999974,0.362199992,0.000986053,0.015109479,0.002604819,0.457604231841931,0.135155027987105,23257.3267758663
"45","Littoraria","undulata","Veerampattinam",11.90342861,79.83015331,458,598,11.875,80.0416666666667,"rocky","east","E_low","E_low",-5,1,0.02,33.61999893,34.38000107,0.227699995,27.53000069,29.21999931,0.880800009,33.04999924,34.34999847,26.54999924,27.64999962,1.605999947,0.441000015,0.697000027,1.001999974,0.362199992,0.000986053,0.015109479,0.002604819,0.457604231841931,0.135155027987105,23257.3267758663
"46","Echinolittorina","leucosticta","Veerampattinam",11.90342861,79.83015331,458,598,11.875,80.0416666666667,"rocky","east","E_low","E_low",-5,1,0.02,33.61999893,34.38000107,0.227699995,27.53000069,29.21999931,0.880800009,33.04999924,34.34999847,26.54999924,27.64999962,1.605999947,0.441000015,0.697000027,1.001999974,0.362199992,0.000986053,0.015109479,0.002604819,0.457604231841931,0.135155027987105,23257.3267758663
"47","Echinolittorina","vidua","Veerampattinam",11.90342861,79.83015331,458,598,11.875,80.0416666666667,"rocky","east","E_low","E_low",-5,1,0.02,33.61999893,34.38000107,0.227699995,27.53000069,29.21999931,0.880800009,33.04999924,34.34999847,26.54999924,27.64999962,1.605999947,0.441000015,0.697000027,1.001999974,0.362199992,0.000986053,0.015109479,0.002604819,0.457604231841931,0.135155027987105,23257.3267758663
"48","Littoraria","bengalensis","Pichavaram",11.434962,79.79751,463,598,11.4583333333333,79.9583333333333,"mangrove","east","E_low","E_low",-8,2,0.02,33.52999878,34.18000031,0.164800003,27.56999969,28.69000053,0.537100017,32.88000107,34.18000031,26.14999962,27.37000084,3.183000088,0.617999971,0.656000018,1.001000047,0.352800012,0.000973664,0.016609669,0.002523544,0.0663936364043505,0.0489792326724241,17738.4056702477
"49","Littoraria","strigata","Velankanni",10.67769094,79.85224877,472,599,10.7083333333333,80.2083333333333,"rocky","east","E_low","E_low",-7,4,0.01,33.41999817,33.90000153,0.126699999,28.03000069,29.31999969,0.712000012,32.65999985,33.90000153,26.37999916,28.35000038,5.328000069,0.772000015,0.683000028,1.003000021,0.335000008,0.001243985,0.022507194,0.003115026,0.229020959789538,0.0930125641809139,39102.4983621601
"50","Littoraria","undulata","Velankanni",10.67769094,79.85224877,472,599,10.7083333333333,80.2083333333333,"rocky","east","E_low","E_low",-7,4,0.01,33.41999817,33.90000153,0.126699999,28.03000069,29.31999969,0.712000012,32.65999985,33.90000153,26.37999916,28.35000038,5.328000069,0.772000015,0.683000028,1.003000021,0.335000008,0.001243985,0.022507194,0.003115026,0.229020959789538,0.0930125641809139,39102.4983621601
"51","Echinolittorina","malaccana","Velankanni",10.67769094,79.85224877,472,599,10.7083333333333,80.2083333333333,"rocky","east","E_low","E_low",-7,4,0.01,33.41999817,33.90000153,0.126699999,28.03000069,29.31999969,0.712000012,32.65999985,33.90000153,26.37999916,28.35000038,5.328000069,0.772000015,0.683000028,1.003000021,0.335000008,0.001243985,0.022507194,0.003115026,0.229020959789538,0.0930125641809139,39102.4983621601
"52","Littoraria","strigata","Erippurakarai",10.31217417,79.37902017,477,593,10.2916666666667,80.4583333333333,"mangrove","east","E_low","E_low",-3,3,0.01,34.15999985,34.77000046,0.166299999,28.70999908,30.62000084,1.860000014,33.16999817,34.77000046,26.22999954,29.80999947,4.379000187,3.052999973,0.728999972,1,0.327499986,0.003391193,0.01426462,0.005751412,0.16764010361283,0.149030494747651,118246.040475916
"53","Littoraria","strigata","Manamelkudi",10.03865775,79.26630286,480,592,10.0416666666667,80.7083333333333,"rocky","east","E_low","E_low",-5,4,0.01,34.38999939,35,0.1752,28.62000084,30.63999939,1.628600001,33.34000015,35,26.26000023,29.39999962,3.719000101,2.997999907,0.658999979,1.001000047,0.321500003,0.003416478,0.013933076,0.006217833,0.620003368878054,0.266997911172221,158084.074482717
"54","Echinolittorina","malaccana","Mandapam",9.28098173,79.17835146,489,591,9.29166666666667,81.0416666666667,"rocky","east","E_low","E_low",-6,3,0.01,34.72999954,35.29000092,0.182799995,28.47999954,30.28000069,1.318300009,33.61000061,35.29000092,26.54000092,29.12000084,2.276000023,1.343999982,0.628000021,1.008000016,0.30340001,0.002517111,0.015657799,0.004076194,0.0310886227700119,0.318084998026015,204725.884502378
"55","Littoraria","undulata","Mandapam",9.28098173,79.17835146,489,591,9.29166666666667,81.0416666666667,"rocky","east","E_low","E_low",-6,3,0.01,34.72999954,35.29000092,0.182799995,28.47999954,30.28000069,1.318300009,33.61000061,35.29000092,26.54000092,29.12000084,2.276000023,1.343999982,0.628000021,1.008000016,0.30340001,0.002517111,0.015657799,0.004076194,0.0310886227700119,0.318084998026015,204725.884502378
"56","Echinolittorina","malaccana","Mandapam",9.28087201,79.17872421,489,591,9.29166666666667,81.0416666666667,"rocky","east","E_low","E_low",-6,3,0.01,34.72999954,35.29000092,0.182799995,28.47999954,30.28000069,1.318300009,33.61000061,35.29000092,26.54000092,29.12000084,2.276000023,1.343999982,0.628000021,1.008000016,0.30340001,0.002517111,0.015657799,0.004076194,0.0310886227700119,0.318084998026015,204685.033487175
"57","Echinolittorina","leucosticta","Mandapam",9.28087201,79.17872421,489,591,9.29166666666667,81.0416666666667,"rocky","east","E_low","E_low",-6,3,0.01,34.72999954,35.29000092,0.182799995,28.47999954,30.28000069,1.318300009,33.61000061,35.29000092,26.54000092,29.12000084,2.276000023,1.343999982,0.628000021,1.008000016,0.30340001,0.002517111,0.015657799,0.004076194,0.0310886227700119,0.318084998026015,204685.033487175
"58","Echinolittorina","leucosticta","Mandapam",9.27882263,79.16364038,489,590,9.29166666666667,81.0416666666667,"rocky","east","E_low","E_low",-7,3,0.02,34.74000168,35.31999969,0.185299993,28.53000069,30.42000008,1.412500024,33.61000061,35.31999969,26.37999916,29.12999916,2.73300004,1.911999941,0.632000029,1.006999969,0.303299993,0.002471083,0.016884768,0.00407174,0.123427838336127,0.359177713475557,206344.297933441
"59","Echinolittorina","malaccana","Mandapam",9.27882263,79.16364038,489,590,9.29166666666667,81.0416666666667,"rocky","east","E_low","E_low",-7,3,0.02,34.74000168,35.31999969,0.185299993,28.53000069,30.42000008,1.412500024,33.61000061,35.31999969,26.37999916,29.12999916,2.73300004,1.911999941,0.632000029,1.006999969,0.303299993,0.002471083,0.016884768,0.00407174,0.123427838336127,0.359177713475557,206344.297933441
"60","Echinolittorina","leucosticta","Mandapam",9.27862331,79.16292063,489,590,9.29166666666667,81.0416666666667,"rocky","east","E_low","E_low",-7,3,0.02,34.74000168,35.31999969,0.185299993,28.53000069,30.42000008,1.412500024,33.61000061,35.31999969,26.37999916,29.12999916,2.73300004,1.911999941,0.632000029,1.006999969,0.303299993,0.002471083,0.016884768,0.00407174,0.123427838336127,0.359177713475557,206423.586259842
"61","Echinolittorina","malaccana","Mandapam",9.27862331,79.16292063,489,590,9.29166666666667,81.0416666666667,"rocky","east","E_low","E_low",-7,3,0.02,34.74000168,35.31999969,0.185299993,28.53000069,30.42000008,1.412500024,33.61000061,35.31999969,26.37999916,29.12999916,2.73300004,1.911999941,0.632000029,1.006999969,0.303299993,0.002471083,0.016884768,0.00407174,0.123427838336127,0.359177713475557,206423.586259842
"62","Echinolittorina","leucosticta","Dhanushkodi",9.19866297,79.38183105,490,593,9.20833333333334,81.0416666666667,"rocky","east","E_low","E_low",-5,2,0.01,34.68999863,35.20000076,0.1778,28.29000092,30.27000046,1.021399975,33.59999847,35.20000076,26.48999977,28.75,2.510999918,1.628999949,0.602999985,1.00999999,0.301800013,0.002338739,0.013037608,0.003726638,0.0882070052346278,0.0719000141520289,182411.9847346
"63","Littoraria","bengalensis","Tuticorin",8.77004203,78.15973649,495,578,8.79166666666667,78.625,"mangrove","east","E_low","E_low",-2,1,0,34.49000168,35,0.233099997,27.62000084,30.19000053,1.42719996,33.29999924,35,25.90999985,28.17000008,2.187999964,1.363000035,0.783999979,1.006999969,0.288100004,0.001339909,0.025507797,0.00327073,0.104380242260286,0.0893298530172282,51245.6867821199
"64","Littoraria","bengalensis","Tuticorin",8.7700417,78.16043487,495,578,8.79166666666667,78.625,"mangrove","east","E_low","E_low",-2,1,0,34.49000168,35,0.233099997,27.62000084,30.19000053,1.42719996,33.29999924,35,25.90999985,28.17000008,2.187999964,1.363000035,0.783999979,1.006999969,0.288100004,0.001339909,0.025507797,0.00327073,0.104380242260286,0.0893298530172282,51168.9342756622
